SubscriptionGuid,ResourceGroup,ResourceLocation,UsageDateTime,MeterCategory,MeterSubCategory,MeterId,MeterName,MeterRegion,UsageQuantity,ResourceRate,PreTaxCost,ConsumedService,ResourceType,InstanceId,Tags,OfferId,AdditionalInfo,ServiceInfo1,ServiceInfo2,ServiceName,ServiceTier,Currency,UnitOfMeasure
af434771-807c-4e5a-bdc7-74e37f70d7e7,rg-compute-7,East US,2023-01-05 11:41:00,Compute,Container Instances,meter-compute-6432,Container Instances - East US,East US,130.78,0.8907,151.4314,Microsoft.Compute,Microsoft.CognitiveServices/accounts,instance-43557,"{""Environment"": ""Development"", ""Owner"": ""team-data"", ""Project"": ""project-5"", ""CostCenter"": ""CC-579""}",MS-AZR-3217,Additional info for Compute,Service info 1 - 3,Service info 2 - 76,Azure Container Instances,Consumption,USD,1 Instance
f08953ed-de71-4cfa-b336-38845bbb7392,rg-prod-4,East US,2023-09-03 07:13:00,AI/ML,Computer Vision,meter-ai/ml-5868,Computer Vision - East US,East US,7227.82,1.5428,7805.7565,Microsoft.AI/ML,Microsoft.Storage/storageAccounts,instance-94127,"{""Environment"": ""Test"", ""Owner"": ""team-devops"", ""Project"": ""project-4"", ""CostCenter"": ""CC-407""}",MS-AZR-1800,Additional info for AI/ML,Service info 1 - 67,Service info 2 - 78,Azure Computer Vision,Basic,USD,1 Request
9dde7dfe-c6c6-4861-b9a8-4f259a9af99a,rg-shared-1,East US,2023-04-15 07:59:00,Security,Key Vault,meter-security-1435,Key Vault - East US,East US,75.01,0.8457,44.4052,Microsoft.Security,Microsoft.Network/loadBalancers,instance-23708,"{""Environment"": ""Staging"", ""Owner"": ""team-devops"", ""Project"": ""project-6"", ""CostCenter"": ""CC-946""}",MS-AZR-9771,Additional info for Security,Service info 1 - 68,Service info 2 - 99,Azure Key Vault,Standard,USD,1 TB
e9899bc3-3e7c-4589-a3ed-746e8cc0a5ac,rg-database-7,East US,2023-03-27 07:25:00,Database,Redis Cache,meter-database-3168,Redis Cache - East US,East US,75.6,2.3836,180.2002,Microsoft.Database,Microsoft.Web/sites,instance-52968,"{""Environment"": ""Test"", ""Owner"": ""team-backend"", ""Project"": ""project-2"", ""CostCenter"": ""CC-996""}",MS-AZR-7112,Additional info for Database,Service info 1 - 69,Service info 2 - 17,Azure Redis Cache,Basic,USD,1 Hour
3d600e31-a080-4028-b47f-3d8782d8200c,rg-test-1,East US,2023-11-09 09:10:00,Compute,App Service,meter-compute-6357,App Service - East US,East US,648.13,1.1342,955.6417,Microsoft.Compute,Microsoft.CognitiveServices/accounts,instance-15306,"{""Environment"": ""Production"", ""Owner"": ""team-backend"", ""Project"": ""project-1"", ""CostCenter"": ""CC-137""}",MS-AZR-7293,Additional info for Compute,Service info 1 - 3,Service info 2 - 14,Azure App Service,Standard,USD,1 vCPU
9d5511b7-1d57-4ff7-8943-fd08d959e833,rg-shared-2,East US,2023-10-05 05:29:00,Network,VPN Gateway,meter-network-5816,VPN Gateway - East US,East US,418.89,0.2866,120.0539,Microsoft.Network,Microsoft.Storage/storageAccounts,instance-65719,"{""Environment"": ""Development"", ""Owner"": ""team-backend"", ""Project"": ""project-8"", ""CostCenter"": ""CC-917""}",MS-AZR-5096,Additional info for Network,Service info 1 - 60,Service info 2 - 94,Azure VPN Gateway,Premium,USD,1 Instance
af033bad-94ca-48f5-83af-64607b1fdfd0,rg-shared-2,East US,2023-05-01 20:11:00,Network,Load Balancer,meter-network-1919,Load Balancer - East US,East US,935.29,0.1806,168.9134,Microsoft.Network,Microsoft.KeyVault/vaults,instance-66929,"{""Environment"": ""Staging"", ""Owner"": ""team-devops"", ""Project"": ""project-8"", ""CostCenter"": ""CC-743""}",MS-AZR-8122,Additional info for Network,Service info 1 - 96,Service info 2 - 27,Azure Load Balancer,Free,USD,1 TB-Month
feace1e9-5687-49a1-a940-13413173b8a8,rg-prod-2,South Central US,2023-05-25 12:52:00,Database,SQL Database,meter-database-3038,SQL Database - South Central US,South Central US,32.86,1.8212,59.8446,Microsoft.Database,Microsoft.CognitiveServices/accounts,instance-81356,"{""Environment"": ""Staging"", ""Owner"": ""team-data"", ""Project"": ""project-4"", ""CostCenter"": ""CC-387""}",MS-AZR-1466,Additional info for Database,Service info 1 - 94,Service info 2 - 88,Azure SQL Database,Basic,USD,1 Transaction
07659c4f-306d-41c3-a223-c9349f83132f,rg-test-2,East US,2023-01-04 01:01:00,Security,Azure AD,meter-security-7703,Azure AD - East US,East US,14.31,0.8275,15.394,Microsoft.Security,Microsoft.ContainerService/managedClusters,instance-90423,"{""Environment"": ""Test"", ""Owner"": ""team-frontend"", ""Project"": ""project-2"", ""CostCenter"": ""CC-778""}",MS-AZR-8359,Additional info for Security,Service info 1 - 3,Service info 2 - 34,Azure Azure AD,Premium,USD,1 Core
a276baf2-b11e-4320-96e7-9688a4b2a409,rg-dev-1,East US,2023-02-28 09:38:00,Security,Sentinel,meter-security-9471,Sentinel - East US,East US,64.42,1.5731,101.3391,Microsoft.Security,Microsoft.Web/sites,instance-13876,"{""Environment"": ""Development"", ""Owner"": ""team-devops"", ""Project"": ""project-2"", ""CostCenter"": ""CC-800""}",MS-AZR-6751,Additional info for Security,Service info 1 - 69,Service info 2 - 39,Azure Sentinel,Premium,USD,1 GB-Month
974a03d9-d4bd-4013-80f8-0fc4befb9b6f,rg-storage-4,East US,2023-05-14 00:54:00,Storage,Disk Storage,meter-storage-3052,Disk Storage - East US,East US,4302.18,0.0786,236.7059,Microsoft.Storage,Microsoft.KeyVault/vaults,instance-80861,"{""Environment"": ""Production"", ""Owner"": ""team-backend"", ""Project"": ""project-4"", ""CostCenter"": ""CC-841""}",MS-AZR-1629,Additional info for Storage,Service info 1 - 87,Service info 2 - 48,Azure Disk Storage,Basic,USD,1 API Call
6efca162-781a-4bc8-aa9a-5089549b6973,rg-prod-5,East US,2023-02-18 14:04:00,Analytics,Power BI,meter-analytics-3547,Power BI - East US,East US,778.07,0.4836,263.3923,Microsoft.Analytics,Microsoft.CognitiveServices/accounts,instance-42180,"{""Environment"": ""Test"", ""Owner"": ""team-backend"", ""Project"": ""project-2"", ""CostCenter"": ""CC-898""}",MS-AZR-7951,Additional info for Analytics,Service info 1 - 22,Service info 2 - 23,Azure Power BI,Consumption,USD,1 Request
bd78aad4-26f5-44f7-ae8c-3d6d8cd92249,rg-prod-4,East US,2023-05-29 23:07:00,Database,PostgreSQL,meter-database-4214,PostgreSQL - East US,East US,41.34,3.6621,151.3912,Microsoft.Database,Microsoft.Web/sites,instance-91377,"{""Environment"": ""Test"", ""Owner"": ""team-data"", ""Project"": ""project-9"", ""CostCenter"": ""CC-495""}",MS-AZR-2530,Additional info for Database,Service info 1 - 1,Service info 2 - 5,Azure PostgreSQL,Consumption,USD,1 Instance
7c890b11-c35f-4039-9111-bbd4dd45826d,rg-test-1,East US,2023-04-08 18:40:00,Security,Defender,meter-security-5221,Defender - East US,East US,13.24,1.4366,13.3144,Microsoft.Security,Microsoft.Network/loadBalancers,instance-32124,"{""Environment"": ""Staging"", ""Owner"": ""team-data"", ""Project"": ""project-1"", ""CostCenter"": ""CC-994""}",MS-AZR-1641,Additional info for Security,Service info 1 - 58,Service info 2 - 32,Azure Defender,Premium,USD,1 Node
591aace1-5696-47fc-bd55-da2a44b15262,rg-shared-1,East US,2023-01-05 08:29:00,Compute,Functions,meter-compute-2448,Functions - East US,East US,102.93,0.7064,94.5227,Microsoft.Compute,Microsoft.Network/loadBalancers,instance-17902,"{""Environment"": ""Staging"", ""Owner"": ""team-devops"", ""Project"": ""project-6"", ""CostCenter"": ""CC-857""}",MS-AZR-7810,Additional info for Compute,Service info 1 - 29,Service info 2 - 39,Azure Functions,Consumption,USD,1 Unit
2edcd06c-ba42-4a01-b751-44c8cfe5e715,rg-dev-3,East US,2023-12-29 07:25:00,Database,Redis Cache,meter-database-8115,Redis Cache - East US,East US,2.51,3.4602,11.2906,Microsoft.Database,Microsoft.Compute/virtualMachines,instance-55194,"{""Environment"": ""Test"", ""Owner"": ""team-data"", ""Project"": ""project-1"", ""CostCenter"": ""CC-626""}",MS-AZR-7936,Additional info for Database,Service info 1 - 65,Service info 2 - 25,Azure Redis Cache,Premium,USD,1 GB-Hour
395588ec-363c-4b9a-9ebb-8d09dfd2cd5c,rg-dev-2,East US,2023-02-02 12:44:00,AI/ML,Computer Vision,meter-ai/ml-8560,Computer Vision - East US,East US,7988.2,2.401,19179.6682,Microsoft.AI/ML,Microsoft.Network/loadBalancers,instance-95801,"{""Environment"": ""Production"", ""Owner"": ""team-frontend"", ""Project"": ""project-7"", ""CostCenter"": ""CC-695""}",MS-AZR-4104,Additional info for AI/ML,Service info 1 - 38,Service info 2 - 21,Azure Computer Vision,Standard,USD,1 GB-Month
d337b038-300b-48ca-99ba-ccb8e85e62fd,rg-prod-4,South Central US,2023-05-29 06:44:00,Database,PostgreSQL,meter-database-5491,PostgreSQL - South Central US,South Central US,59.74,0.5661,33.8188,Microsoft.Database,Microsoft.Storage/storageAccounts,instance-92904,"{""Environment"": ""Test"", ""Owner"": ""team-devops"", ""Project"": ""project-3"", ""CostCenter"": ""CC-579""}",MS-AZR-4084,Additional info for Database,Service info 1 - 95,Service info 2 - 24,Azure PostgreSQL,Consumption,USD,1 TB
f22849f4-3465-4875-9517-e8334092aea9,rg-dev-2,East US,2023-02-20 14:35:00,Compute,Virtual Machines,meter-compute-9666,Virtual Machines - East US,East US,913.82,1.1937,1090.8269,Microsoft.Compute,Microsoft.Storage/storageAccounts,instance-32529,"{""Environment"": ""Production"", ""Owner"": ""team-data"", ""Project"": ""project-1"", ""CostCenter"": ""CC-399""}",MS-AZR-1120,Additional info for Compute,Service info 1 - 51,Service info 2 - 57,Azure Virtual Machines,Premium,USD,1 GB-Hour
bd0ab979-5463-4d8a-a6c2-e09b115d333c,rg-dev-2,South Central US,2023-02-18 11:25:00,Security,Security Center,meter-security-5349,Security Center - South Central US,South Central US,93.89,1.9543,128.4424,Microsoft.Security,Microsoft.Network/loadBalancers,instance-50115,"{""Environment"": ""Test"", ""Owner"": ""team-data"", ""Project"": ""project-1"", ""CostCenter"": ""CC-542""}",MS-AZR-6877,Additional info for Security,Service info 1 - 41,Service info 2 - 51,Azure Security Center,Premium,USD,1 Transaction
8244c6a1-f203-46ce-a990-1fb8b4930395,rg-shared-1,East US,2023-11-08 10:41:00,Storage,Blob Storage,meter-storage-4880,Blob Storage - East US,East US,8632.12,0.0328,368.0736,Microsoft.Storage,Microsoft.Storage/storageAccounts,instance-84393,"{""Environment"": ""Staging"", ""Owner"": ""team-backend"", ""Project"": ""project-10"", ""CostCenter"": ""CC-342""}",MS-AZR-3903,Additional info for Storage,Service info 1 - 34,Service info 2 - 7,Azure Blob Storage,Premium,USD,1 Core
19056cd6-74e5-4304-97c7-eca90da3faf7,rg-prod-5,East US,2023-12-13 12:08:00,Management,Log Analytics,meter-management-5430,Log Analytics - East US,East US,955.48,0.2558,317.7353,Microsoft.Management,Microsoft.ContainerService/managedClusters,instance-16027,"{""Environment"": ""Development"", ""Owner"": ""team-backend"", ""Project"": ""project-5"", ""CostCenter"": ""CC-912""}",MS-AZR-5247,Additional info for Management,Service info 1 - 52,Service info 2 - 19,Azure Log Analytics,Basic,USD,1 Transaction
f034d718-0a3e-48c3-b986-71d27c182546,rg-prod-5,East US,2023-04-26 21:00:00,AI/ML,Bot Service,meter-ai/ml-5511,Bot Service - East US,East US,197.28,0.7673,151.3729,Microsoft.AI/ML,Microsoft.CognitiveServices/accounts,instance-99810,"{""Environment"": ""Staging"", ""Owner"": ""team-data"", ""Project"": ""project-9"", ""CostCenter"": ""CC-885""}",MS-AZR-8781,Additional info for AI/ML,Service info 1 - 44,Service info 2 - 99,Azure Bot Service,Basic,USD,1 GB-Hour
afbd33a0-f951-4ab3-bf5c-66b211fa5278,rg-shared-2,East US,2023-03-13 13:55:00,Network,Bandwidth,meter-network-7946,Bandwidth - East US,East US,491.12,0.3506,172.1867,Microsoft.Network,Microsoft.Compute/virtualMachines,instance-28503,"{""Environment"": ""Production"", ""Owner"": ""team-frontend"", ""Project"": ""project-1"", ""CostCenter"": ""CC-564""}",MS-AZR-4542,Additional info for Network,Service info 1 - 42,Service info 2 - 42,Azure Bandwidth,Standard,USD,1 Hour
709f0cb6-8020-44fd-a7b5-4ab3ceff166e,rg-shared-3,South Central US,2023-06-04 22:42:00,AI/ML,Bot Service,meter-ai/ml-3848,Bot Service - South Central US,South Central US,4256.23,1.0439,3421.1704,Microsoft.AI/ML,Microsoft.ContainerService/managedClusters,instance-26766,"{""Environment"": ""Test"", ""Owner"": ""team-frontend"", ""Project"": ""project-2"", ""CostCenter"": ""CC-594""}",MS-AZR-6686,Additional info for AI/ML,Service info 1 - 13,Service info 2 - 11,Azure Bot Service,Basic,USD,1 Unit
d008a45a-d4f3-4111-bcd2-51fd5482d7ed,rg-shared-3,East US,2023-04-11 04:17:00,Compute,Container Instances,meter-compute-7448,Container Instances - East US,East US,511.25,0.3634,185.7883,Microsoft.Compute,Microsoft.Compute/virtualMachines,instance-15494,"{""Environment"": ""Development"", ""Owner"": ""team-data"", ""Project"": ""project-9"", ""CostCenter"": ""CC-528""}",MS-AZR-7314,Additional info for Compute,Service info 1 - 72,Service info 2 - 96,Azure Container Instances,Consumption,USD,1 API Call
6f43368f-fd57-4d09-8da9-24471ee72132,rg-storage-6,South Central US,2023-02-14 13:34:00,Storage,Blob Storage,meter-storage-3638,Blob Storage - South Central US,South Central US,945.4,0.0392,37.0597,Microsoft.Storage,Microsoft.ContainerService/managedClusters,instance-29651,"{""Environment"": ""Staging"", ""Owner"": ""team-backend"", ""Project"": ""project-6"", ""CostCenter"": ""CC-528""}",MS-AZR-8007,Additional info for Storage,Service info 1 - 32,Service info 2 - 35,Azure Blob Storage,Premium,USD,1 API Call
ace8a43b-a3a2-4e0b-bb35-a2dd06bc32ba,rg-management-6,East US,2023-10-25 00:24:00,Management,Site Recovery,meter-management-6476,Site Recovery - East US,East US,418.36,0.1228,51.3746,Microsoft.Management,Microsoft.ContainerService/managedClusters,instance-79657,"{""Environment"": ""Test"", ""Owner"": ""team-devops"", ""Project"": ""project-7"", ""CostCenter"": ""CC-224""}",MS-AZR-5637,Additional info for Management,Service info 1 - 75,Service info 2 - 86,Azure Site Recovery,Free,USD,1 Core
ebfdc191-b0d9-4bc6-9eef-f61de1df86e7,rg-shared-3,East US,2023-06-20 08:47:00,Management,Policy,meter-management-3619,Policy - East US,East US,740.4,0.3138,255.5713,Microsoft.Management,Microsoft.Storage/storageAccounts,instance-39362,"{""Environment"": ""Production"", ""Owner"": ""team-backend"", ""Project"": ""project-6"", ""CostCenter"": ""CC-939""}",MS-AZR-5067,Additional info for Management,Service info 1 - 76,Service info 2 - 35,Azure Policy,Premium,USD,1 Transaction
5400f645-8304-4de1-b3ef-52cbef558226,rg-dev-1,East US,2023-09-02 14:57:00,Network,Load Balancer,meter-network-2567,Load Balancer - East US,East US,197.42,0.1597,22.0696,Microsoft.Network,Microsoft.Storage/storageAccounts,instance-15544,"{""Environment"": ""Test"", ""Owner"": ""team-devops"", ""Project"": ""project-9"", ""CostCenter"": ""CC-254""}",MS-AZR-2641,Additional info for Network,Service info 1 - 48,Service info 2 - 39,Azure Load Balancer,Free,USD,1 TB-Month
a18c51d6-bbf6-4c6c-a1fb-feba076f6aa9,rg-test-2,East US,2023-04-18 17:55:00,Storage,Archive Storage,meter-storage-8081,Archive Storage - East US,East US,5817.36,0.0517,300.7575,Microsoft.Storage,Microsoft.Web/sites,instance-78753,"{""Environment"": ""Staging"", ""Owner"": ""team-data"", ""Project"": ""project-7"", ""CostCenter"": ""CC-949""}",MS-AZR-4493,Additional info for Storage,Service info 1 - 85,Service info 2 - 1,Azure Archive Storage,Consumption,USD,1 Core
ab1ba4d1-45f5-4345-aebc-b68c8d39be34,rg-prod-4,East US,2023-08-19 11:40:00,Database,PostgreSQL,meter-database-1466,PostgreSQL - East US,East US,62.7,0.2489,12.0166,Microsoft.Database,Microsoft.KeyVault/vaults,instance-17470,"{""Environment"": ""Production"", ""Owner"": ""team-frontend"", ""Project"": ""project-6"", ""CostCenter"": ""CC-739""}",MS-AZR-8763,Additional info for Database,Service info 1 - 71,Service info 2 - 80,Azure PostgreSQL,Consumption,USD,1 Hour
743e6420-5fde-4d68-a69b-9aedf5ab8772,rg-security-7,South Central US,2023-02-03 14:15:00,Security,Azure AD,meter-security-3962,Azure AD - South Central US,South Central US,65.79,1.5405,101.3495,Microsoft.Security,Microsoft.KeyVault/vaults,instance-93019,"{""Environment"": ""Staging"", ""Owner"": ""team-frontend"", ""Project"": ""project-7"", ""CostCenter"": ""CC-856""}",MS-AZR-1111,Additional info for Security,Service info 1 - 76,Service info 2 - 6,Azure Azure AD,Consumption,USD,1 Request
7e6f5bc2-b91c-43e3-9995-764df01bd293,rg-test-1,East US,2023-02-04 04:56:00,Compute,App Service,meter-compute-9631,App Service - East US,East US,966.76,0.6653,450.2298,Microsoft.Compute,Microsoft.Network/loadBalancers,instance-42915,"{""Environment"": ""Development"", ""Owner"": ""team-devops"", ""Project"": ""project-6"", ""CostCenter"": ""CC-587""}",MS-AZR-4537,Additional info for Compute,Service info 1 - 6,Service info 2 - 56,Azure App Service,Standard,USD,1 TB
b86c2c10-a30b-40d3-aa45-ef0ece7a03d5,rg-storage-2,East US,2023-10-28 14:09:00,Storage,File Storage,meter-storage-7177,File Storage - East US,East US,431.96,0.0243,7.3476,Microsoft.Storage,Microsoft.Web/sites,instance-74844,"{""Environment"": ""Test"", ""Owner"": ""team-frontend"", ""Project"": ""project-3"", ""CostCenter"": ""CC-196""}",MS-AZR-2925,Additional info for Storage,Service info 1 - 95,Service info 2 - 76,Azure File Storage,Free,USD,1 TB-Month
20c641b2-c917-4afb-a4cc-034564a0c585,rg-dev-2,East US,2023-05-29 11:15:00,Analytics,HDInsight,meter-analytics-2672,HDInsight - East US,East US,910.08,0.6158,560.4273,Microsoft.Analytics,Microsoft.KeyVault/vaults,instance-83774,"{""Environment"": ""Staging"", ""Owner"": ""team-devops"", ""Project"": ""project-10"", ""CostCenter"": ""CC-653""}",MS-AZR-3043,Additional info for Analytics,Service info 1 - 33,Service info 2 - 89,Azure HDInsight,Consumption,USD,1 Transaction
1b0881bc-8c4e-47e0-9c49-1057202c31b0,rg-test-1,East US,2023-08-26 04:33:00,Storage,Disk Storage,meter-storage-2400,Disk Storage - East US,East US,7770.78,0.0841,503.2124,Microsoft.Storage,Microsoft.KeyVault/vaults,instance-14969,"{""Environment"": ""Test"", ""Owner"": ""team-frontend"", ""Project"": ""project-6"", ""CostCenter"": ""CC-729""}",MS-AZR-2791,Additional info for Storage,Service info 1 - 14,Service info 2 - 31,Azure Disk Storage,Consumption,USD,1 Hour
42cc8f5e-354d-42c0-9b95-82fa78b056be,rg-test-1,East US,2023-05-05 20:21:00,Storage,File Storage,meter-storage-2455,File Storage - East US,East US,4012.37,0.0594,238.3348,Microsoft.Storage,Microsoft.Storage/storageAccounts,instance-13878,"{""Environment"": ""Development"", ""Owner"": ""team-data"", ""Project"": ""project-2"", ""CostCenter"": ""CC-151""}",MS-AZR-7534,Additional info for Storage,Service info 1 - 29,Service info 2 - 19,Azure File Storage,Free,USD,1 Hour
d0ced20b-1579-42a1-8fd2-788e7662632c,rg-shared-1,East US,2023-09-23 02:35:00,Network,Bandwidth,meter-network-7736,Bandwidth - East US,East US,734.18,0.2491,128.0189,Microsoft.Network,Microsoft.Compute/virtualMachines,instance-20355,"{""Environment"": ""Production"", ""Owner"": ""team-data"", ""Project"": ""project-7"", ""CostCenter"": ""CC-538""}",MS-AZR-2620,Additional info for Network,Service info 1 - 75,Service info 2 - 100,Azure Bandwidth,Premium,USD,1 GB
61c14d5a-6b46-4c2f-b4eb-4479a2bd3f07,rg-dev-1,East US,2023-09-06 05:45:00,Management,Log Analytics,meter-management-8126,Log Analytics - East US,East US,741.61,0.3963,293.9,Microsoft.Management,Microsoft.CognitiveServices/accounts,instance-26712,"{""Environment"": ""Development"", ""Owner"": ""team-frontend"", ""Project"": ""project-7"", ""CostCenter"": ""CC-752""}",MS-AZR-8700,Additional info for Management,Service info 1 - 33,Service info 2 - 7,Azure Log Analytics,Standard,USD,1 Transaction
139eac6e-02f9-460b-992c-5e9bacbeb0c4,rg-test-1,East US,2023-12-03 17:31:00,Security,Key Vault,meter-security-4300,Key Vault - East US,East US,29.57,0.9983,26.8629,Microsoft.Security,Microsoft.Compute/virtualMachines,instance-51950,"{""Environment"": ""Development"", ""Owner"": ""team-devops"", ""Project"": ""project-6"", ""CostCenter"": ""CC-512""}",MS-AZR-5176,Additional info for Security,Service info 1 - 87,Service info 2 - 44,Azure Key Vault,Premium,USD,1 GB-Month
d0cf8ad7-e6bf-4aa0-ba88-541d527ce4f1,rg-test-1,East US,2023-06-15 19:22:00,Database,Cosmos DB,meter-database-6088,Cosmos DB - East US,East US,27.43,1.8326,55.295,Microsoft.Database,Microsoft.Sql/servers,instance-64500,"{""Environment"": ""Development"", ""Owner"": ""team-devops"", ""Project"": ""project-5"", ""CostCenter"": ""CC-760""}",MS-AZR-6608,Additional info for Database,Service info 1 - 23,Service info 2 - 39,Azure Cosmos DB,Standard,USD,1 Core
ea4e9b24-3b85-4aee-a1db-a84fd0bba321,rg-test-2,East US,2023-01-13 03:41:00,Compute,App Service,meter-compute-6969,App Service - East US,East US,258.88,0.7127,239.8549,Microsoft.Compute,Microsoft.CognitiveServices/accounts,instance-93128,"{""Environment"": ""Test"", ""Owner"": ""team-devops"", ""Project"": ""project-5"", ""CostCenter"": ""CC-255""}",MS-AZR-1833,Additional info for Compute,Service info 1 - 72,Service info 2 - 3,Azure App Service,Basic,USD,1 Unit
04b672ce-f677-446b-8621-fa6702e19c30,rg-prod-3,East US,2023-05-06 02:12:00,Storage,Data Lake,meter-storage-8861,Data Lake - East US,East US,7273.53,0.0011,5.6006,Microsoft.Storage,Microsoft.CognitiveServices/accounts,instance-96018,"{""Environment"": ""Development"", ""Owner"": ""team-devops"", ""Project"": ""project-3"", ""CostCenter"": ""CC-747""}",MS-AZR-9598,Additional info for Storage,Service info 1 - 59,Service info 2 - 93,Azure Data Lake,Consumption,USD,1 Instance
50ee2654-e1d2-4799-bd43-108311337da1,rg-test-2,East US,2023-01-27 09:14:00,Database,SQL Database,meter-database-4439,SQL Database - East US,East US,72.18,1.4444,135.5338,Microsoft.Database,Microsoft.CognitiveServices/accounts,instance-26582,"{""Environment"": ""Production"", ""Owner"": ""team-devops"", ""Project"": ""project-9"", ""CostCenter"": ""CC-564""}",MS-AZR-8798,Additional info for Database,Service info 1 - 38,Service info 2 - 67,Azure SQL Database,Premium,USD,1 TB-Month
f261e3b9-56a5-45a2-8c9a-27713eca3c66,rg-prod-2,East US,2023-11-22 06:03:00,Database,Redis Cache,meter-database-6690,Redis Cache - East US,East US,60.22,2.4286,190.1254,Microsoft.Database,Microsoft.Sql/servers,instance-83487,"{""Environment"": ""Production"", ""Owner"": ""team-frontend"", ""Project"": ""project-7"", ""CostCenter"": ""CC-917""}",MS-AZR-8993,Additional info for Database,Service info 1 - 18,Service info 2 - 56,Azure Redis Cache,Standard,USD,1 GB
96b6c6ed-3be7-4774-ae65-77cc1e4cb765,rg-test-2,South Central US,2023-11-30 02:10:00,Storage,Disk Storage,meter-storage-5597,Disk Storage - South Central US,South Central US,9286.82,0.067,808.882,Microsoft.Storage,Microsoft.CognitiveServices/accounts,instance-72728,"{""Environment"": ""Production"", ""Owner"": ""team-devops"", ""Project"": ""project-7"", ""CostCenter"": ""CC-765""}",MS-AZR-2958,Additional info for Storage,Service info 1 - 97,Service info 2 - 11,Azure Disk Storage,Consumption,USD,1 Request
0dcc73e1-7032-412e-9bf4-1195fa8df04d,rg-shared-3,East US,2023-06-07 16:41:00,Security,Sentinel,meter-security-6452,Sentinel - East US,East US,10.71,1.059,12.4761,Microsoft.Security,Microsoft.Web/sites,instance-51018,"{""Environment"": ""Production"", ""Owner"": ""team-frontend"", ""Project"": ""project-6"", ""CostCenter"": ""CC-627""}",MS-AZR-8415,Additional info for Security,Service info 1 - 49,Service info 2 - 33,Azure Sentinel,Consumption,USD,1 TB
2292b0f7-9eaf-444e-8425-584a24474f4b,rg-dev-2,East US,2023-05-21 02:20:00,Compute,Virtual Machines,meter-compute-5937,Virtual Machines - East US,East US,494.26,0.8431,291.6974,Microsoft.Compute,Microsoft.KeyVault/vaults,instance-89422,"{""Environment"": ""Production"", ""Owner"": ""team-frontend"", ""Project"": ""project-2"", ""CostCenter"": ""CC-545""}",MS-AZR-2057,Additional info for Compute,Service info 1 - 89,Service info 2 - 4,Azure Virtual Machines,Consumption,USD,1 GB
42020042-8837-4726-a182-8e1f491d3975,rg-shared-3,South Central US,2023-11-28 05:42:00,Management,Policy,meter-management-4085,Policy - South Central US,South Central US,500.7,0.3874,252.1626,Microsoft.Management,Microsoft.Web/sites,instance-52829,"{""Environment"": ""Staging"", ""Owner"": ""team-data"", ""Project"": ""project-2"", ""CostCenter"": ""CC-431""}",MS-AZR-5448,Additional info for Management,Service info 1 - 41,Service info 2 - 65,Azure Policy,Consumption,USD,1 Unit
4468acae-bb9c-4f5b-ae6a-500ba07d8dc1,rg-dev-2,South Central US,2023-07-30 11:55:00,Management,Backup,meter-management-6015,Backup - South Central US,South Central US,399.57,0.2632,80.9784,Microsoft.Management,Microsoft.Network/loadBalancers,instance-99737,"{""Environment"": ""Production"", ""Owner"": ""team-data"", ""Project"": ""project-8"", ""CostCenter"": ""CC-548""}",MS-AZR-8673,Additional info for Management,Service info 1 - 42,Service info 2 - 64,Azure Backup,Consumption,USD,1 Transaction
f34332fd-21c6-4424-9950-cc4eacf7bf62,rg-shared-1,East US,2023-03-14 01:38:00,Database,Cosmos DB,meter-database-2478,Cosmos DB - East US,East US,97.67,1.9548,190.9253,Microsoft.Database,Microsoft.CognitiveServices/accounts,instance-92919,"{""Environment"": ""Staging"", ""Owner"": ""team-frontend"", ""Project"": ""project-6"", ""CostCenter"": ""CC-142""}",MS-AZR-4280,Additional info for Database,Service info 1 - 6,Service info 2 - 46,Azure Cosmos DB,Basic,USD,1 TB
e19a2b83-cf7a-4c3e-b90c-ca68b95f9363,rg-management-8,East US,2023-09-20 16:37:00,Management,Backup,meter-management-1619,Backup - East US,East US,313.37,0.1203,37.6984,Microsoft.Management,Microsoft.CognitiveServices/accounts,instance-62415,"{""Environment"": ""Production"", ""Owner"": ""team-frontend"", ""Project"": ""project-3"", ""CostCenter"": ""CC-715""}",MS-AZR-5934,Additional info for Management,Service info 1 - 61,Service info 2 - 43,Azure Backup,Consumption,USD,1 GB-Hour
46f76da1-7d3f-4835-9bf1-08d255cf2866,rg-test-2,East US,2023-12-10 23:44:00,AI/ML,Cognitive Services,meter-ai/ml-1129,Cognitive Services - East US,East US,2647.03,1.9081,4596.2261,Microsoft.AI/ML,Microsoft.Compute/virtualMachines,instance-17488,"{""Environment"": ""Development"", ""Owner"": ""team-data"", ""Project"": ""project-5"", ""CostCenter"": ""CC-183""}",MS-AZR-1310,Additional info for AI/ML,Service info 1 - 82,Service info 2 - 65,Azure Cognitive Services,Free,USD,1 Hour
b054e71f-22e2-480e-a643-aca0982fcc78,rg-test-2,East US,2023-04-01 10:47:00,Analytics,Data Factory,meter-analytics-6822,Data Factory - East US,East US,213.28,0.9637,143.8765,Microsoft.Analytics,Microsoft.Compute/virtualMachines,instance-18666,"{""Environment"": ""Test"", ""Owner"": ""team-data"", ""Project"": ""project-9"", ""CostCenter"": ""CC-983""}",MS-AZR-5995,Additional info for Analytics,Service info 1 - 31,Service info 2 - 20,Azure Data Factory,Standard,USD,1 API Call
